"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	"Ethnicity"	"Ethnicity Code"	"Race"	"Race Code"	Population
	"San Luis Obispo County, CA"	"06079"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	797
	"San Luis Obispo County, CA"	"06079"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	600
	"San Luis Obispo County, CA"	"06079"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	30876
	"San Luis Obispo County, CA"	"06079"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	905
	"San Luis Obispo County, CA"	"06079"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	6009
	"San Luis Obispo County, CA"	"06079"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	4348
	"San Luis Obispo County, CA"	"06079"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	98261
	"San Mateo County, CA"	"06081"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	2976
	"San Mateo County, CA"	"06081"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	4938
	"San Mateo County, CA"	"06081"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	2339
	"San Mateo County, CA"	"06081"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	81306
	"San Mateo County, CA"	"06081"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	769
	"San Mateo County, CA"	"06081"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	132208
	"San Mateo County, CA"	"06081"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	10148
	"San Mateo County, CA"	"06081"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	152381
	"San Mateo County, CA"	"06081"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	3272
	"San Mateo County, CA"	"06081"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	4990
	"San Mateo County, CA"	"06081"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	2341
	"San Mateo County, CA"	"06081"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	81816
	"San Mateo County, CA"	"06081"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	732
	"San Mateo County, CA"	"06081"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	118609
	"San Mateo County, CA"	"06081"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	11042
	"San Mateo County, CA"	"06081"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	156706
	"Santa Barbara County, CA"	"06083"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	4401
	"Santa Barbara County, CA"	"06083"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	2007
	"Santa Barbara County, CA"	"06083"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	1702
	"Santa Barbara County, CA"	"06083"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	93023
	"Santa Barbara County, CA"	"06083"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1152
	"Santa Barbara County, CA"	"06083"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	14191
	"Santa Barbara County, CA"	"06083"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	4433
	"Santa Barbara County, CA"	"06083"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	102345
	"Santa Barbara County, CA"	"06083"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	4544
	"Santa Barbara County, CA"	"06083"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	2031
	"Santa Barbara County, CA"	"06083"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	1903
	"Santa Barbara County, CA"	"06083"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	95924
	"Santa Barbara County, CA"	"06083"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1221
	"Santa Barbara County, CA"	"06083"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	12969
	"Santa Barbara County, CA"	"06083"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	5643
	"Santa Barbara County, CA"	"06083"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	99010
	"Santa Clara County, CA"	"06085"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	10552
	"Santa Clara County, CA"	"06085"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	9931
	"Santa Clara County, CA"	"06085"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	5452
	"Santa Clara County, CA"	"06085"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	212327
	"Santa Clara County, CA"	"06085"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	2591
	"Santa Clara County, CA"	"06085"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	384500
	"Santa Clara County, CA"	"06085"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	24639
	"Santa Clara County, CA"	"06085"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	301013
	"Santa Clara County, CA"	"06085"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	11073
	"Santa Clara County, CA"	"06085"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	9728
	"Santa Clara County, CA"	"06085"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	5608
	"Santa Clara County, CA"	"06085"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	217627
	"Santa Clara County, CA"	"06085"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	2709
	"Santa Clara County, CA"	"06085"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	381554
	"Santa Clara County, CA"	"06085"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	28029
	"Santa Clara County, CA"	"06085"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	320519
	"Santa Cruz County, CA"	"06087"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	2299
	"Santa Cruz County, CA"	"06087"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	1123
	"Santa Cruz County, CA"	"06087"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	861
	"Santa Cruz County, CA"	"06087"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	42106
	"Santa Cruz County, CA"	"06087"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	713
	"Santa Cruz County, CA"	"06087"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	8250
	"Santa Cruz County, CA"	"06087"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	1855
	"Santa Cruz County, CA"	"06087"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	80830
	"Santa Cruz County, CA"	"06087"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	2379
	"Santa Cruz County, CA"	"06087"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	1145
	"Santa Cruz County, CA"	"06087"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	861
	"Santa Cruz County, CA"	"06087"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	42148
	"Santa Cruz County, CA"	"06087"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	702
	"Santa Cruz County, CA"	"06087"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	7325
	"Santa Cruz County, CA"	"06087"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	2203
	"Santa Cruz County, CA"	"06087"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	78413
	"Shasta County, CA"	"06089"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	1058
	"Shasta County, CA"	"06089"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	224
	"Shasta County, CA"	"06089"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	220
	"Shasta County, CA"	"06089"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	7886
	"Shasta County, CA"	"06089"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	2535
	"Shasta County, CA"	"06089"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	3269
	"Shasta County, CA"	"06089"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	1446
	"Shasta County, CA"	"06089"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	74969
	"Shasta County, CA"	"06089"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	1041
	"Shasta County, CA"	"06089"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	209
	"Shasta County, CA"	"06089"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	231
	"Shasta County, CA"	"06089"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	8066
	"Shasta County, CA"	"06089"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	2381
	"Shasta County, CA"	"06089"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	3315
	"Shasta County, CA"	"06089"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	1775
	"Shasta County, CA"	"06089"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	71455
	"Sierra County, CA"	"06091"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	7
	"Sierra County, CA"	"06091"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	8
	"Sierra County, CA"	"06091"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	8
	"Sierra County, CA"	"06091"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	162
	"Sierra County, CA"	"06091"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	26
	"Sierra County, CA"	"06091"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	12
	"Sierra County, CA"	"06091"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	16
	"Sierra County, CA"	"06091"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1257
	"Sierra County, CA"	"06091"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	20
	"Sierra County, CA"	"06091"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	2
	"Sierra County, CA"	"06091"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	13
	"Sierra County, CA"	"06091"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	161
	"Sierra County, CA"	"06091"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	28
	"Sierra County, CA"	"06091"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	12
	"Sierra County, CA"	"06091"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	29
	"Sierra County, CA"	"06091"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	1244
	"Siskiyou County, CA"	"06093"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	369
	"Siskiyou County, CA"	"06093"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	50
	"Siskiyou County, CA"	"06093"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	55
	"Siskiyou County, CA"	"06093"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	2353
	"Siskiyou County, CA"	"06093"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1084
	"Siskiyou County, CA"	"06093"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	477
	"Siskiyou County, CA"	"06093"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	413
	"Siskiyou County, CA"	"06093"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	17084
	"Siskiyou County, CA"	"06093"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	344
	"Siskiyou County, CA"	"06093"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	53
	"Siskiyou County, CA"	"06093"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	68
	"Siskiyou County, CA"	"06093"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	2452
	"Siskiyou County, CA"	"06093"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1025
	"Siskiyou County, CA"	"06093"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	426
	"Siskiyou County, CA"	"06093"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	537
	"Siskiyou County, CA"	"06093"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	16749
	"Solano County, CA"	"06095"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	2392
	"Solano County, CA"	"06095"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	3351
	"Solano County, CA"	"06095"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	3471
	"Solano County, CA"	"06095"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	50378
	"Solano County, CA"	"06095"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1272
	"Solano County, CA"	"06095"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	42769
	"Solano County, CA"	"06095"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	34102
	"Solano County, CA"	"06095"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	87144
	"Solano County, CA"	"06095"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	2445
	"Solano County, CA"	"06095"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	3282
	"Solano County, CA"	"06095"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	3373
	"Solano County, CA"	"06095"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	53411
	"Solano County, CA"	"06095"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1271
	"Solano County, CA"	"06095"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	36717
	"Solano County, CA"	"06095"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	34560
	"Solano County, CA"	"06095"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	87705
	"Sonoma County, CA"	"06097"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	4154
	"Sonoma County, CA"	"06097"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	1282
	"Sonoma County, CA"	"06097"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	1406
	"Sonoma County, CA"	"06097"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	59059
	"Sonoma County, CA"	"06097"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	2260
	"Sonoma County, CA"	"06097"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	14179
	"Sonoma County, CA"	"06097"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	5021
	"Sonoma County, CA"	"06097"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	165754
	"Sonoma County, CA"	"06097"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	4334
	"Sonoma County, CA"	"06097"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	1331
	"Sonoma County, CA"	"06097"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	1547
	"Sonoma County, CA"	"06097"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	61841
	"Sonoma County, CA"	"06097"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	2028
	"Sonoma County, CA"	"06097"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	11327
	"Sonoma County, CA"	"06097"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	5772
	"Sonoma County, CA"	"06097"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	153041
	"Stanislaus County, CA"	"06099"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	4840
	"Stanislaus County, CA"	"06099"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	3055
	"Stanislaus County, CA"	"06099"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	2859
	"Stanislaus County, CA"	"06099"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	119072
	"Stanislaus County, CA"	"06099"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1759
	"Stanislaus County, CA"	"06099"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	19327
	"Stanislaus County, CA"	"06099"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	8673
	"Stanislaus County, CA"	"06099"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	118119
	"Stanislaus County, CA"	"06099"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	4997
	"Stanislaus County, CA"	"06099"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	3048
	"Stanislaus County, CA"	"06099"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	2771
	"Stanislaus County, CA"	"06099"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	121426
	"Stanislaus County, CA"	"06099"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1731
	"Stanislaus County, CA"	"06099"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	18042
	"Stanislaus County, CA"	"06099"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	9235
	"Stanislaus County, CA"	"06099"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	111706
	"Sutter County, CA"	"06101"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	826
	"Sutter County, CA"	"06101"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	440
	"Sutter County, CA"	"06101"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	337
	"Sutter County, CA"	"06101"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	13426
	"Sutter County, CA"	"06101"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	543
	"Sutter County, CA"	"06101"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	8531
	"Sutter County, CA"	"06101"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	1285
	"Sutter County, CA"	"06101"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	23280
	"Sutter County, CA"	"06101"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	902
	"Sutter County, CA"	"06101"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	434
	"Sutter County, CA"	"06101"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	396
	"Sutter County, CA"	"06101"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	14146
	"Sutter County, CA"	"06101"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	545
	"Sutter County, CA"	"06101"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	8327
	"Sutter County, CA"	"06101"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	1484
	"Sutter County, CA"	"06101"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	22069
	"Tehama County, CA"	"06103"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	575
	"Tehama County, CA"	"06103"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	89
	"Tehama County, CA"	"06103"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	116
	"Tehama County, CA"	"06103"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	7302
	"Tehama County, CA"	"06103"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	788
	"Tehama County, CA"	"06103"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	546
	"Tehama County, CA"	"06103"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	372
	"Tehama County, CA"	"06103"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	22930
	"Tehama County, CA"	"06103"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	575
	"Tehama County, CA"	"06103"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	95
	"Tehama County, CA"	"06103"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	134
	"Tehama County, CA"	"06103"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	7890
	"Tehama County, CA"	"06103"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	715
	"Tehama County, CA"	"06103"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	524
	"Tehama County, CA"	"06103"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	484
	"Tehama County, CA"	"06103"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	21949
	"Trinity County, CA"	"06105"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	78
	"Trinity County, CA"	"06105"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	7
	"Trinity County, CA"	"06105"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	23
	"Trinity County, CA"	"06105"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	339
	"Trinity County, CA"	"06105"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	285
	"Trinity County, CA"	"06105"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	105
	"Trinity County, CA"	"06105"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	67
	"Trinity County, CA"	"06105"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	5067
	"Trinity County, CA"	"06105"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	92
